id,source,target,relation,sourceName,targetName,sourceType,targetType,confidence,evidence,patternName,sourceFile,sectionTitle,domain,method
edge:946:os:设备管理:has_part:设备控制器,os:设备管理,os:设备控制器,has_part,设备管理,设备控制器,功能模块实体,资源与硬件实体,0.75,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,os.txt,设备管理与输入输出系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:947:os:设备管理:has_part:驱动程序,os:设备管理,os:驱动程序,has_part,设备管理,驱动程序,功能模块实体,设备管理与I/O实体,0.714,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,os.txt,设备管理与输入输出系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:951:os:调度:has_part:CPU 利用率,os:调度,os:CPU 利用率,has_part,调度,CPU 利用率,处理器与调度实体,处理器与调度实体,0.73,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:952:os:调度:has_part:FCFS,os:调度,os:FCFS,has_part,调度,FCFS,处理器与调度实体,调度算法实体,0.61,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:953:os:调度:has_part:First Come First Served,os:调度,os:First Come First Served,has_part,调度,First Come First Served,处理器与调度实体,调度算法实体,0.75,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:954:os:调度:has_part:Shortest Job First,os:调度,os:Shortest Job First,has_part,调度,Shortest Job First,处理器与调度实体,调度算法实体,0.61,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:955:os:调度:has_part:先来先服务,os:调度,os:先来先服务,has_part,调度,先来先服务,处理器与调度实体,调度算法实体,0.786,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:956:os:调度:has_part:公平性,os:调度,os:公平性,has_part,调度,公平性,处理器与调度实体,处理器与调度实体,0.59,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:957:os:调度:has_part:周转时间,os:调度,os:周转时间,has_part,调度,周转时间,处理器与调度实体,处理器与调度实体,0.622,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:958:os:调度:has_part:响应时间,os:调度,os:响应时间,has_part,调度,响应时间,处理器与调度实体,处理器与调度实体,0.59,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:959:os:调度:has_part:短作业优先,os:调度,os:短作业优先,has_part,调度,短作业优先,处理器与调度实体,调度算法实体,0.61,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:960:os:调度:has_part:系统吞吐量,os:调度,os:系统吞吐量,has_part,调度,系统吞吐量,处理器与调度实体,处理器与调度实体,0.67,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:966:os:进程:has_part:地址空间,os:进程,os:地址空间,has_part,进程,地址空间,核心抽象实体,核心抽象实体,0.646,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:967:os:进程:has_part:寄存器,os:进程,os:寄存器,has_part,进程,寄存器,核心抽象实体,进程与线程实体,0.702,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:968:os:进程:has_part:打开的文件,os:进程,os:打开的文件,has_part,进程,打开的文件,核心抽象实体,核心抽象实体,0.616,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:969:os:进程:has_part:程序计数器,os:进程,os:程序计数器,has_part,进程,程序计数器,核心抽象实体,进程与线程实体,0.738,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:970:os:进程:has_part:运行状态,os:进程,os:运行状态,has_part,进程,运行状态,核心抽象实体,进程与线程实体,0.61,"进程不仅包含程序本身,还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息",整体部分关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:976:os:非连续分配:has_part:Paging,os:非连续分配,os:Paging,has_part,非连续分配,Paging,内存管理实体,内存管理实体,0.73,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",整体部分关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:977:os:非连续分配:has_part:Segmentation,os:非连续分配,os:Segmentation,has_part,非连续分配,Segmentation,内存管理实体,内存管理实体,0.664,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",整体部分关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:978:os:非连续分配:has_part:分段,os:非连续分配,os:分段,has_part,非连续分配,分段,内存管理实体,内存管理实体,0.682,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",整体部分关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:979:os:非连续分配:has_part:分页,os:非连续分配,os:分页,has_part,非连续分配,分页,内存管理实体,资源与硬件实体,0.768,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",整体部分关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:770:os:Linux 进程与线程:implemented_by:模拟进程调度,os:Linux 进程与线程,os:模拟进程调度,implemented_by,Linux 进程与线程,模拟进程调度,核心抽象实体,核心抽象实体,0.792,"通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式,能够把理论知识与真实系统联系起来",实现关系,os.txt,操作系统课程的学习方法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:811:os:内存:implemented_by:死锁,os:内存,os:死锁,implemented_by,内存,死锁,资源与硬件实体,同步与互斥实体,0.824,"它既关注理论问题,例如进程同步为何会产生死锁,也关注工程实现,例如内存如何分页、磁盘如何调度",实现关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:822:os:分页:implemented_by:死锁,os:分页,os:死锁,implemented_by,分页,死锁,资源与硬件实体,同步与互斥实体,0.8,"它既关注理论问题,例如进程同步为何会产生死锁,也关注工程实现,例如内存如何分页、磁盘如何调度",实现关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:858:os:并发:implemented_by:操作系统,os:并发,os:操作系统,implemented_by,并发,操作系统,核心思想与性质实体,领域实体,0.854,调度是操作系统实现“多任务并发”的核心机制,实现关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:859:os:并发:implemented_by:进程与线程,os:并发,os:进程与线程,implemented_by,并发,进程与线程,核心思想与性质实体,核心抽象实体,0.866,"它通过进程与线程机制实现并发执行,通过调度算法提高处理器利用率,通过同步与互斥保证共享资源访问正确,通过内存管理和虚拟内存扩展系统能力,通过文件系统组织长期数据,通过设备管理协调各种外设工作,并通过权限控制和安全机制维护系统稳定",实现关系,os.txt,总结,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:891:os:文件系统命令输出:implemented_by:模拟进程调度,os:文件系统命令输出,os:模拟进程调度,implemented_by,文件系统命令输出,模拟进程调度,核心抽象实体,核心抽象实体,0.708,"通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式,能够把理论知识与真实系统联系起来",实现关系,os.txt,操作系统课程的学习方法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:909:os:磁盘:implemented_by:死锁,os:磁盘,os:死锁,implemented_by,磁盘,死锁,资源与硬件实体,同步与互斥实体,0.782,"它既关注理论问题,例如进程同步为何会产生死锁,也关注工程实现,例如内存如何分页、磁盘如何调度",实现关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:986:os:页面置换算法:implemented_by:简单 Shell,os:页面置换算法,os:简单 Shell,implemented_by,页面置换算法,简单 Shell,资源与硬件实体,课程与方法相关实体,0.83,"通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式,能够把理论知识与真实系统联系起来",实现关系,os.txt,操作系统课程的学习方法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:764:os:CPU:is_a:操作系统,os:CPU,os:操作系统,is_a,CPU,操作系统,资源与硬件实体,领域实体,0.82,"由于 CPU 是极其宝贵的资源,操作系统必须决定“谁先运行、运行多久、何时切换",上下位关系,os.txt,操作系统的主要功能,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:765:os:CPU 利用率:is_a:调度,os:CPU 利用率,os:调度,is_a,CPU 利用率,调度,处理器与调度实体,处理器与调度实体,0.75,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:766:os:Deadlock:is_a:进程,os:Deadlock,os:进程,is_a,Deadlock,进程,死锁相关实体,核心抽象实体,0.85,"死锁(Deadlock)是指多个进程因争夺资源而形成相互等待,从而都无法继续执行的状态",上下位关系,os.txt,进程同步、互斥与死锁,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:767:os:FCFS:is_a:调度,os:FCFS,os:调度,is_a,FCFS,调度,调度算法实体,处理器与调度实体,0.63,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:768:os:First Come First Served:is_a:调度,os:First Come First Served,os:调度,is_a,First Come First Served,调度,调度算法实体,处理器与调度实体,0.77,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:769:os:Linux:is_a:计算机系统,os:Linux,os:计算机系统,is_a,Linux,计算机系统,系统与平台实体,领域实体,0.796,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:771:os:OS:is_a:系统软件,os:OS,os:系统软件,is_a,OS,系统软件,领域实体,领域实体,0.788,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:772:os:OS:is_a:计算机系统,os:OS,os:计算机系统,is_a,OS,计算机系统,领域实体,领域实体,0.848,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:773:os:OS:is_a:资源管理,os:OS,os:资源管理,is_a,OS,资源管理,领域实体,领域实体,0.66,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:774:os:Operating System:is_a:系统软件,os:Operating System,os:系统软件,is_a,Operating System,系统软件,领域实体,领域实体,0.752,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:775:os:Operating System:is_a:计算机系统,os:Operating System,os:计算机系统,is_a,Operating System,计算机系统,领域实体,领域实体,0.812,"操作系统(Operating System,简称 OS)是计算机系统中最核心的系统软件之一,它位于硬件与应用程序之间,承担资源管理、任务调度、服务提供和用户接口等重要职责",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:776:os:Paging:is_a:内存,os:Paging,os:内存,is_a,Paging,内存,内存管理实体,资源与硬件实体,0.63,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:777:os:Paging:is_a:操作系统,os:Paging,os:操作系统,is_a,Paging,操作系统,内存管理实体,领域实体,0.716,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:778:os:Paging:is_a:非连续分配,os:Paging,os:非连续分配,is_a,Paging,非连续分配,内存管理实体,内存管理实体,0.75,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:779:os:Process:is_a:操作系统,os:Process,os:操作系统,is_a,Process,操作系统,进程与线程实体,领域实体,0.868,进程(Process)是操作系统课程中最重要的概念之一,上下位关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:780:os:Segmentation:is_a:内存,os:Segmentation,os:内存,is_a,Segmentation,内存,内存管理实体,资源与硬件实体,0.63,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:781:os:Segmentation:is_a:操作系统,os:Segmentation,os:操作系统,is_a,Segmentation,操作系统,内存管理实体,领域实体,0.65,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:782:os:Segmentation:is_a:非连续分配,os:Segmentation,os:非连续分配,is_a,Segmentation,非连续分配,内存管理实体,内存管理实体,0.684,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:783:os:Shortest Job First:is_a:调度,os:Shortest Job First,os:调度,is_a,Shortest Job First,调度,调度算法实体,处理器与调度实体,0.63,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:787:os:Thread:is_a:CPU,os:Thread,os:CPU,is_a,Thread,CPU,进程与线程实体,资源与硬件实体,0.754,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:788:os:Thread:is_a:调度,os:Thread,os:调度,is_a,Thread,调度,进程与线程实体,处理器与调度实体,0.73,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:789:os:Thread:is_a:进程,os:Thread,os:进程,is_a,Thread,进程,进程与线程实体,核心抽象实体,0.856,"线程(Thread)则是比进程更轻量的执行单位,通常被称为 CPU 调度的基本单位",上下位关系,os.txt,进程与线程,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:790:os:Virtual Memory:is_a:内存,os:Virtual Memory,os:内存,is_a,Virtual Memory,内存,虚拟内存与页面置换实体,资源与硬件实体,0.736,"虚拟内存(Virtual Memory)是操作系统的一项重要技术,它使程序不必全部装入内存即可运行",上下位关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:791:os:Virtual Memory:is_a:操作系统,os:Virtual Memory,os:操作系统,is_a,Virtual Memory,操作系统,虚拟内存与页面置换实体,领域实体,0.868,"虚拟内存(Virtual Memory)是操作系统的一项重要技术,它使程序不必全部装入内存即可运行",上下位关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:792:os:Windows:is_a:计算机系统,os:Windows,os:计算机系统,is_a,Windows,计算机系统,系统与平台实体,领域实体,0.76,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:793:os:macOS:is_a:计算机系统,os:macOS,os:计算机系统,is_a,macOS,计算机系统,系统与平台实体,领域实体,0.844,"从课程学习的角度来看,操作系统并不是单纯介绍某一个具体系统,如 Windows、Linux 或 macOS,而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律",上下位关系,os.txt,操作系统的概念与地位,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:794:os:两级目录:is_a:操作系统,os:两级目录,os:操作系统,is_a,两级目录,操作系统,核心抽象实体,领域实体,0.668,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:795:os:两级目录:is_a:文件,os:两级目录,os:文件,is_a,两级目录,文件,核心抽象实体,核心抽象实体,0.72,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:796:os:两级目录:is_a:目录,os:两级目录,os:目录,is_a,两级目录,目录,核心抽象实体,核心抽象实体,0.756,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:797:os:中断处理:is_a:设备管理,os:中断处理,os:设备管理,is_a,中断处理,设备管理,处理器与调度实体,功能模块实体,0.704,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,os.txt,设备管理与输入输出系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:798:os:互斥:is_a:临界区,os:互斥,os:临界区,is_a,互斥,临界区,同步与互斥实体,同步与互斥实体,0.764,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,os.txt,进程同步、互斥与死锁,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:799:os:互斥:is_a:共享资源,os:互斥,os:共享资源,is_a,互斥,共享资源,同步与互斥实体,同步与互斥实体,0.734,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,os.txt,进程同步、互斥与死锁,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:800:os:互斥:is_a:进程,os:互斥,os:进程,is_a,互斥,进程,同步与互斥实体,核心抽象实体,0.808,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,os.txt,进程同步、互斥与死锁,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:803:os:先来先服务:is_a:调度,os:先来先服务,os:调度,is_a,先来先服务,调度,调度算法实体,处理器与调度实体,0.806,"常见的调度算法包括先来先服务(First Come First Served,FCFS)、短作业优先(Shortest Job First,SJF)、时间片轮转(Round Robin,RR)、优先级调度和多级反馈队列(Multilevel Feedback Queue)等",上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:804:os:公平性:is_a:调度,os:公平性,os:调度,is_a,公平性,调度,处理器与调度实体,处理器与调度实体,0.61,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:812:os:内存:is_a:操作系统,os:内存,os:操作系统,is_a,内存,操作系统,资源与硬件实体,领域实体,0.862,内存管理是操作系统中技术性很强的一部分,上下位关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:813:os:内核:is_a:中断处理,os:内核,os:中断处理,is_a,内核,中断处理,领域实体,处理器与调度实体,0.76,"内核是最核心的部分,负责进程调度、内存管理、中断处理、设备控制等关键操作",上下位关系,os.txt,操作系统的结构与运行机制,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:814:os:内核:is_a:内存,os:内核,os:内存,is_a,内核,内存,领域实体,资源与硬件实体,0.79,"内核是最核心的部分,负责进程调度、内存管理、中断处理、设备控制等关键操作",上下位关系,os.txt,操作系统的结构与运行机制,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:815:os:内核:is_a:操作系统,os:内核,os:操作系统,is_a,内核,操作系统,领域实体,领域实体,0.708,"按照结构设计思想不同,操作系统可以分为整体式结构、层次式结构、微内核结构、模块化结构等",上位包含关系,os.txt,操作系统的结构与运行机制,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:816:os:内核:is_a:进程调度,os:内核,os:进程调度,is_a,内核,进程调度,领域实体,核心抽象实体,0.82,"内核是最核心的部分,负责进程调度、内存管理、中断处理、设备控制等关键操作",上下位关系,os.txt,操作系统的结构与运行机制,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:819:os:分段:is_a:内存,os:分段,os:内存,is_a,分段,内存,内存管理实体,资源与硬件实体,0.63,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:820:os:分段:is_a:操作系统,os:分段,os:操作系统,is_a,分段,操作系统,内存管理实体,领域实体,0.668,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:821:os:分段:is_a:非连续分配,os:分段,os:非连续分配,is_a,分段,非连续分配,内存管理实体,内存管理实体,0.702,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:823:os:分页:is_a:内存,os:分页,os:内存,is_a,分页,内存,资源与硬件实体,资源与硬件实体,0.612,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:824:os:分页:is_a:操作系统,os:分页,os:操作系统,is_a,分页,操作系统,资源与硬件实体,领域实体,0.734,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:825:os:分页:is_a:非连续分配,os:分页,os:非连续分配,is_a,分页,非连续分配,资源与硬件实体,内存管理实体,0.788,"为了提升内存利用率并简化分配管理,现代操作系统普遍采用非连续分配技术,主要包括分页(Paging)和分段(Segmentation",上位包含关系,os.txt,内存管理与虚拟内存,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:826:os:单级目录:is_a:操作系统,os:单级目录,os:操作系统,is_a,单级目录,操作系统,核心抽象实体,领域实体,0.698,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:827:os:单级目录:is_a:文件,os:单级目录,os:文件,is_a,单级目录,文件,核心抽象实体,核心抽象实体,0.75,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:828:os:单级目录:is_a:目录,os:单级目录,os:目录,is_a,单级目录,目录,核心抽象实体,核心抽象实体,0.786,"操作系统通过目录结构组织大量文件,常见的目录结构包括单级目录、两级目录和树形目录",上位包含关系,os.txt,文件系统,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
edge:829:os:周转时间:is_a:调度,os:周转时间,os:调度,is_a,周转时间,调度,处理器与调度实体,处理器与调度实体,0.642,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,os.txt,处理器调度与调度算法,os,relation_taxonomy_normalization+direction_normalization+duplicate_merge
