head,relation,tail,head_type,tail_type,evidence,pattern_name,source_file,confidence,method
系统调用,is_a,内核态,领域实体,领域实体,系统调用是用户态与内核态交互的主要桥梁，也是课程中的关键知识点,上下位关系,os.txt,0.83,rule_pattern_sentence_level
页面置换算法,implemented_by,简单 Shell,资源与硬件实体,课程与方法相关实体,通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式，能够把理论知识与真实系统联系起来,实现关系,os.txt,0.83,rule_pattern_sentence_level
文件系统,is_a,操作系统,核心抽象实体,领域实体,文件系统是用户感知最直接的操作系统功能之一,上下位关系,os.txt,0.826,rule_pattern_sentence_level
权限,is_a,稳定性,文件系统实体,核心思想与性质实体,这种权限分离机制是保障系统稳定性和安全性的基础,上下位关系,os.txt,0.826,rule_pattern_sentence_level
内存,implemented_by,死锁,资源与硬件实体,同步与互斥实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.824,rule_pattern_sentence_level
安全性判断,is_a,银行家算法,死锁相关实体,死锁相关实体,避免则是在分配资源前进行安全性判断，典型方法是银行家算法（Banker’s Algorithm）,上下位关系,os.txt,0.824,rule_pattern_sentence_level
并发,implemented_by,调度,核心思想与性质实体,处理器与调度实体,调度是操作系统实现“多任务并发”的核心机制,实现关系,os.txt,0.824,rule_pattern_sentence_level
并发能力,used_for,图形界面程序,进程与线程实体,发展历程实体,多线程机制有助于提升程序并发能力，尤其适用于图形界面程序、服务器程序和并行计算任务,用途关系,os.txt,0.824,rule_pattern_sentence_level
调度,implemented_by,进程与线程,处理器与调度实体,核心抽象实体,它通过进程与线程机制实现并发执行，通过调度算法提高处理器利用率，通过同步与互斥保证共享资源访问正确，通过内存管理和虚拟内存扩展系统能力，通过文件系统组织长期数据，通过设备管理协调各种外设工作，并通过权限控制和安全机制维护系统稳定,实现关系,os.txt,0.824,rule_pattern_sentence_level
CPU,is_a,操作系统,资源与硬件实体,领域实体,由于 CPU 是极其宝贵的资源，操作系统必须决定“谁先运行、运行多久、何时切换”,上下位关系,os.txt,0.82,rule_pattern_sentence_level
内核,is_a,进程调度,领域实体,核心抽象实体,内核是最核心的部分，负责进程调度、内存管理、中断处理、设备控制等关键操作,上下位关系,os.txt,0.82,rule_pattern_sentence_level
进程,is_a,操作系统,核心抽象实体,领域实体,进程（Process）是操作系统课程中最重要的概念之一,上下位关系,os.txt,0.82,rule_pattern_sentence_level
调度,is_a,并发,处理器与调度实体,核心思想与性质实体,调度是操作系统实现“多任务并发”的核心机制,上下位关系,os.txt,0.814,rule_pattern_sentence_level
Operating System,is_a,计算机系统,领域实体,领域实体,操作系统（Operating System，简称 OS）是计算机系统中最核心的系统软件之一，它位于硬件与应用程序之间，承担资源管理、任务调度、服务提供和用户接口等重要职责,上下位关系,os.txt,0.812,rule_pattern_sentence_level
处理器管理,is_a,CPU,资源与硬件实体,资源与硬件实体,处理器管理的核心任务是让 CPU 合理地服务多个程序,上下位关系,os.txt,0.812,rule_pattern_sentence_level
绝对路径,is_a,文件,文件系统实体,核心抽象实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,上位包含关系,os.txt,0.812,rule_pattern_sentence_level
互斥,is_a,进程,同步与互斥实体,核心抽象实体,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,os.txt,0.808,rule_pattern_sentence_level
多道程序设计,is_a,内存,发展历程实体,资源与硬件实体,所谓多道程序设计，是指将多个程序同时装入内存，在一个程序因输入输出操作而等待时，CPU 可以切换去执行其他程序，从而减少处理器空闲时间，提高系统吞吐量,上下位关系,os.txt,0.808,rule_pattern_sentence_level
操作系统,is_a,抽象,领域实体,核心思想与性质实体,而对于程序员和系统设计者而言，操作系统则是一个复杂的资源控制与抽象平台，它屏蔽了底层硬件的细节，为上层软件提供统一、规范、稳定的运行接口,上下位关系,os.txt,0.808,rule_pattern_sentence_level
先来先服务,is_a,调度,调度算法实体,处理器与调度实体,常见的调度算法包括先来先服务（First Come First Served，FCFS）、短作业优先（Shortest Job First，SJF）、时间片轮转（Round Robin，RR）、优先级调度和多级反馈队列（Multilevel Feedback Queue）等,上位包含关系,os.txt,0.806,rule_pattern_sentence_level
操作系统,is_a,计算机系统,领域实体,领域实体,总体而言，操作系统课程研究的是如何让计算机系统在多任务、多用户、多资源约束下高效、有序、安全地运行,上下位关系,os.txt,0.806,rule_pattern_sentence_level
操作系统,depends_on,外部设备,领域实体,资源与硬件实体,同时，操作系统依赖中断和异常机制响应外部设备和内部错误,依赖关系,os.txt,0.804,rule_pattern_sentence_level
权限,is_a,安全性,文件系统实体,核心思想与性质实体,这种权限分离机制是保障系统稳定性和安全性的基础,上下位关系,os.txt,0.802,rule_pattern_sentence_level
分页,implemented_by,死锁,资源与硬件实体,同步与互斥实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.8,rule_pattern_sentence_level
路径名,used_for,文件,核心抽象实体,核心抽象实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,用途关系,os.txt,0.798,rule_pattern_sentence_level
Linux,is_a,计算机系统,系统与平台实体,领域实体,从课程学习的角度来看，操作系统并不是单纯介绍某一个具体系统，如 Windows、Linux 或 macOS，而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律,上下位关系,os.txt,0.796,rule_pattern_sentence_level
死锁,is_a,进程,同步与互斥实体,核心抽象实体,死锁（Deadlock）是指多个进程因争夺资源而形成相互等待，从而都无法继续执行的状态,上下位关系,os.txt,0.796,rule_pattern_sentence_level
线程,is_a,进程,核心抽象实体,核心抽象实体,线程（Thread）则是比进程更轻量的执行单位，通常被称为 CPU 调度的基本单位,上下位关系,os.txt,0.794,rule_pattern_sentence_level
Linux 进程与线程,implemented_by,模拟进程调度,核心抽象实体,核心抽象实体,通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式，能够把理论知识与真实系统联系起来,实现关系,os.txt,0.792,rule_pattern_sentence_level
内核,is_a,内存,领域实体,资源与硬件实体,内核是最核心的部分，负责进程调度、内存管理、中断处理、设备控制等关键操作,上下位关系,os.txt,0.79,rule_pattern_sentence_level
虚拟内存,is_a,内存,核心抽象实体,资源与硬件实体,与虚拟内存密切相关的是页面置换算法，即当内存已满而仍需调入新页面时，系统应选择哪个旧页面换出,上下位关系,os.txt,0.79,rule_pattern_sentence_level
OS,is_a,系统软件,领域实体,领域实体,操作系统（Operating System，简称 OS）是计算机系统中最核心的系统软件之一，它位于硬件与应用程序之间，承担资源管理、任务调度、服务提供和用户接口等重要职责,上下位关系,os.txt,0.788,rule_pattern_sentence_level
分页,is_a,非连续分配,资源与硬件实体,内存管理实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,上位包含关系,os.txt,0.788,rule_pattern_sentence_level
处理器,implemented_by,进程与线程,资源与硬件实体,核心抽象实体,它通过进程与线程机制实现并发执行，通过调度算法提高处理器利用率，通过同步与互斥保证共享资源访问正确，通过内存管理和虚拟内存扩展系统能力，通过文件系统组织长期数据，通过设备管理协调各种外设工作，并通过权限控制和安全机制维护系统稳定,实现关系,os.txt,0.788,rule_pattern_sentence_level
安全性判断,is_a,Banker’s Algorithm,死锁相关实体,死锁相关实体,避免则是在分配资源前进行安全性判断，典型方法是银行家算法（Banker’s Algorithm）,上下位关系,os.txt,0.788,rule_pattern_sentence_level
路径名,used_for,绝对路径,核心抽象实体,文件系统实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,用途关系,os.txt,0.788,rule_pattern_sentence_level
单级目录,is_a,目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,上位包含关系,os.txt,0.786,rule_pattern_sentence_level
调度,has_part,先来先服务,处理器与调度实体,调度算法实体,常见的调度算法包括先来先服务（First Come First Served，FCFS）、短作业优先（Shortest Job First，SJF）、时间片轮转（Round Robin，RR）、优先级调度和多级反馈队列（Multilevel Feedback Queue）等,整体部分关系,os.txt,0.786,rule_pattern_sentence_level
内存,implemented_by,进程同步,资源与硬件实体,核心抽象实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.782,rule_pattern_sentence_level
并发能力,used_for,服务器程序,进程与线程实体,系统与平台实体,多线程机制有助于提升程序并发能力，尤其适用于图形界面程序、服务器程序和并行计算任务,用途关系,os.txt,0.782,rule_pattern_sentence_level
相对路径,is_a,文件,文件系统实体,核心抽象实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,上位包含关系,os.txt,0.782,rule_pattern_sentence_level
磁盘,implemented_by,死锁,资源与硬件实体,同步与互斥实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.782,rule_pattern_sentence_level
操作系统,is_a,Windows,领域实体,系统与平台实体,从课程学习的角度来看，操作系统并不是单纯介绍某一个具体系统，如 Windows、Linux 或 macOS，而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律,上下位关系,os.txt,0.778,rule_pattern_sentence_level
操作系统,is_a,文件,领域实体,核心抽象实体,对于普通用户而言，操作系统是“看得见”的使用环境，例如窗口、文件夹、任务栏、终端等,上下位关系,os.txt,0.778,rule_pattern_sentence_level
虚拟内存,is_a,操作系统,核心抽象实体,领域实体,虚拟内存（Virtual Memory）是操作系统的一项重要技术，它使程序不必全部装入内存即可运行,上下位关系,os.txt,0.778,rule_pattern_sentence_level
数据结构,part_of,编译原理,课程与方法相关实体,课程与方法相关实体,操作系统课程通常被视为计算机科学与技术专业的核心课程之一，因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程，是理解计算机整体工作机制的重要桥梁,部分整体关系,os.txt,0.776,rule_pattern_sentence_level
First Come First Served,is_a,调度,调度算法实体,处理器与调度实体,常见的调度算法包括先来先服务（First Come First Served，FCFS）、短作业优先（Shortest Job First，SJF）、时间片轮转（Round Robin，RR）、优先级调度和多级反馈队列（Multilevel Feedback Queue）等,上位包含关系,os.txt,0.77,rule_pattern_sentence_level
Linux 进程与线程,implemented_by,简单 Shell,核心抽象实体,课程与方法相关实体,通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式，能够把理论知识与真实系统联系起来,实现关系,os.txt,0.77,rule_pattern_sentence_level
假脱机,used_for,共享,设备管理与I/O实体,核心思想与性质实体,假脱机技术常用于打印系统，使多个任务共享独占型设备,用途关系,os.txt,0.77,rule_pattern_sentence_level
用户接口,is_a,文件管理,领域实体,核心抽象实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,上位包含关系,os.txt,0.77,rule_pattern_sentence_level
设备控制器,is_a,设备管理,资源与硬件实体,功能模块实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,os.txt,0.77,rule_pattern_sentence_level
非连续分配,has_part,分页,内存管理实体,资源与硬件实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,整体部分关系,os.txt,0.768,rule_pattern_sentence_level
目录,has_part,单级目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,整体部分关系,os.txt,0.766,rule_pattern_sentence_level
互斥,is_a,临界区,同步与互斥实体,同步与互斥实体,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,os.txt,0.764,rule_pattern_sentence_level
进程,used_for,页面调度,核心抽象实体,资源与硬件实体,课程中还会讨论抖动（Thrashing）现象，即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算，这反映出内存管理与系统性能之间的紧密联系,用途关系,os.txt,0.764,rule_pattern_sentence_level
Windows,is_a,计算机系统,系统与平台实体,领域实体,从课程学习的角度来看，操作系统并不是单纯介绍某一个具体系统，如 Windows、Linux 或 macOS，而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律,上下位关系,os.txt,0.76,rule_pattern_sentence_level
内核,is_a,中断处理,领域实体,处理器与调度实体,内核是最核心的部分，负责进程调度、内存管理、中断处理、设备控制等关键操作,上下位关系,os.txt,0.76,rule_pattern_sentence_level
假脱机,used_for,独占型设备,设备管理与I/O实体,核心思想与性质实体,假脱机技术常用于打印系统，使多个任务共享独占型设备,用途关系,os.txt,0.758,rule_pattern_sentence_level
分页,implemented_by,进程同步,资源与硬件实体,核心抽象实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.758,rule_pattern_sentence_level
磁盘,is_a,内存,资源与硬件实体,资源与硬件实体,一个程序静态地存放在磁盘上时只是代码和数据，而当它被加载到内存并开始运行时，就成为进程,上下位关系,os.txt,0.758,rule_pattern_sentence_level
程序计数器,is_a,进程,进程与线程实体,核心抽象实体,进程不仅包含程序本身，还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息,上位包含关系,os.txt,0.758,rule_pattern_sentence_level
绝对路径,is_a,路径名,文件系统实体,核心抽象实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,上位包含关系,os.txt,0.758,rule_pattern_sentence_level
调度,implemented_by,死锁,处理器与调度实体,同步与互斥实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.758,rule_pattern_sentence_level
路径名,used_for,相对路径,核心抽象实体,文件系统实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,用途关系,os.txt,0.758,rule_pattern_sentence_level
两级目录,is_a,目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,上位包含关系,os.txt,0.756,rule_pattern_sentence_level
Thread,is_a,CPU,进程与线程实体,资源与硬件实体,线程（Thread）则是比进程更轻量的执行单位，通常被称为 CPU 调度的基本单位,上下位关系,os.txt,0.754,rule_pattern_sentence_level
进程,is_a,调度,核心抽象实体,处理器与调度实体,简单来说，进程是程序的一次执行过程，是系统进行资源分配和调度的基本单位,上下位关系,os.txt,0.754,rule_pattern_sentence_level
进程,causes,页面调度,核心抽象实体,资源与硬件实体,课程中还会讨论抖动（Thrashing）现象，即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算，这反映出内存管理与系统性能之间的紧密联系,因果关系,os.txt,0.754,rule_pattern_sentence_level
Operating System,is_a,系统软件,领域实体,领域实体,操作系统（Operating System，简称 OS）是计算机系统中最核心的系统软件之一，它位于硬件与应用程序之间，承担资源管理、任务调度、服务提供和用户接口等重要职责,上下位关系,os.txt,0.752,rule_pattern_sentence_level
CPU 利用率,is_a,调度,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,上位包含关系,os.txt,0.75,rule_pattern_sentence_level
Paging,is_a,非连续分配,内存管理实体,内存管理实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,上位包含关系,os.txt,0.75,rule_pattern_sentence_level
单级目录,is_a,文件,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,上位包含关系,os.txt,0.75,rule_pattern_sentence_level
文件管理,has_part,用户接口,核心抽象实体,领域实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,整体部分关系,os.txt,0.75,rule_pattern_sentence_level
设备管理,has_part,设备控制器,功能模块实体,资源与硬件实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,os.txt,0.75,rule_pattern_sentence_level
调度,has_part,First Come First Served,处理器与调度实体,调度算法实体,常见的调度算法包括先来先服务（First Come First Served，FCFS）、短作业优先（Shortest Job First，SJF）、时间片轮转（Round Robin，RR）、优先级调度和多级反馈队列（Multilevel Feedback Queue）等,整体部分关系,os.txt,0.75,rule_pattern_sentence_level
多线程,used_for,图形界面程序,核心抽象实体,发展历程实体,多线程机制有助于提升程序并发能力，尤其适用于图形界面程序、服务器程序和并行计算任务,用途关系,os.txt,0.746,rule_pattern_sentence_level
数据结构,part_of,计算机网络,课程与方法相关实体,课程与方法相关实体,操作系统课程通常被视为计算机科学与技术专业的核心课程之一，因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程，是理解计算机整体工作机制的重要桥梁,部分整体关系,os.txt,0.746,rule_pattern_sentence_level
程序设计,part_of,编译原理,课程与方法相关实体,课程与方法相关实体,操作系统课程通常被视为计算机科学与技术专业的核心课程之一，因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程，是理解计算机整体工作机制的重要桥梁,部分整体关系,os.txt,0.746,rule_pattern_sentence_level
页框,is_a,物理内存,资源与硬件实体,资源与硬件实体,分页将逻辑地址空间和物理内存都划分为固定大小的页和页框，程序运行时通过页表完成地址映射,上位包含关系,os.txt,0.744,rule_pattern_sentence_level
安全保护,is_a,文件管理,功能模块实体,核心抽象实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,上位包含关系,os.txt,0.74,rule_pattern_sentence_level
用户接口,is_a,设备管理,领域实体,功能模块实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,上位包含关系,os.txt,0.74,rule_pattern_sentence_level
磁盘,implemented_by,进程同步,资源与硬件实体,核心抽象实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.74,rule_pattern_sentence_level
进程,has_part,程序计数器,核心抽象实体,进程与线程实体,进程不仅包含程序本身，还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息,整体部分关系,os.txt,0.738,rule_pattern_sentence_level
Virtual Memory,is_a,内存,虚拟内存与页面置换实体,资源与硬件实体,虚拟内存（Virtual Memory）是操作系统的一项重要技术，它使程序不必全部装入内存即可运行,上下位关系,os.txt,0.736,rule_pattern_sentence_level
目录,has_part,两级目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,整体部分关系,os.txt,0.736,rule_pattern_sentence_level
互斥,is_a,共享资源,同步与互斥实体,同步与互斥实体,互斥是指在某一时刻只允许一个进程进入临界区访问共享资源,上下位关系,os.txt,0.734,rule_pattern_sentence_level
分页,is_a,操作系统,资源与硬件实体,领域实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,上位包含关系,os.txt,0.734,rule_pattern_sentence_level
页框,is_a,逻辑地址空间,资源与硬件实体,核心抽象实体,分页将逻辑地址空间和物理内存都划分为固定大小的页和页框，程序运行时通过页表完成地址映射,上位包含关系,os.txt,0.734,rule_pattern_sentence_level
驱动程序,is_a,设备管理,设备管理与I/O实体,功能模块实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,os.txt,0.734,rule_pattern_sentence_level
Thread,is_a,调度,进程与线程实体,处理器与调度实体,线程（Thread）则是比进程更轻量的执行单位，通常被称为 CPU 调度的基本单位,上下位关系,os.txt,0.73,rule_pattern_sentence_level
操作系统,is_a,Linux,领域实体,系统与平台实体,从课程学习的角度来看，操作系统并不是单纯介绍某一个具体系统，如 Windows、Linux 或 macOS，而是研究“计算机系统如何高效、安全、可靠地运行”的一般规律,上下位关系,os.txt,0.73,rule_pattern_sentence_level
文件,has_part,单级目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,整体部分关系,os.txt,0.73,rule_pattern_sentence_level
调度,has_part,CPU 利用率,处理器与调度实体,处理器与调度实体,调度的目标通常包括提高 CPU 利用率、增加系统吞吐量、减少周转时间、缩短响应时间和保证公平性,整体部分关系,os.txt,0.73,rule_pattern_sentence_level
非连续分配,has_part,Paging,内存管理实体,内存管理实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,整体部分关系,os.txt,0.73,rule_pattern_sentence_level
相对路径,is_a,路径名,文件系统实体,核心抽象实体,路径名则用于唯一定位文件，分为绝对路径和相对路径,上位包含关系,os.txt,0.728,rule_pattern_sentence_level
并发能力,used_for,并行计算任务,进程与线程实体,进程与线程实体,多线程机制有助于提升程序并发能力，尤其适用于图形界面程序、服务器程序和并行计算任务,用途关系,os.txt,0.726,rule_pattern_sentence_level
树形目录,is_a,目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,上位包含关系,os.txt,0.726,rule_pattern_sentence_level
Thrashing,used_for,页面调度,虚拟内存与页面置换实体,资源与硬件实体,课程中还会讨论抖动（Thrashing）现象，即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算，这反映出内存管理与系统性能之间的紧密联系,用途关系,os.txt,0.722,rule_pattern_sentence_level
寄存器,is_a,进程,进程与线程实体,核心抽象实体,进程不仅包含程序本身，还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息,上位包含关系,os.txt,0.722,rule_pattern_sentence_level
两级目录,is_a,文件,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,上位包含关系,os.txt,0.72,rule_pattern_sentence_level
文件管理,has_part,安全保护,核心抽象实体,功能模块实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,整体部分关系,os.txt,0.72,rule_pattern_sentence_level
设备管理,has_part,用户接口,功能模块实体,领域实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,整体部分关系,os.txt,0.72,rule_pattern_sentence_level
Paging,is_a,操作系统,内存管理实体,领域实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,上位包含关系,os.txt,0.716,rule_pattern_sentence_level
互斥,implemented_by,进程与线程,同步与互斥实体,核心抽象实体,它通过进程与线程机制实现并发执行，通过调度算法提高处理器利用率，通过同步与互斥保证共享资源访问正确，通过内存管理和虚拟内存扩展系统能力，通过文件系统组织长期数据，通过设备管理协调各种外设工作，并通过权限控制和安全机制维护系统稳定,实现关系,os.txt,0.716,rule_pattern_sentence_level
程序设计,part_of,计算机网络,课程与方法相关实体,课程与方法相关实体,操作系统课程通常被视为计算机科学与技术专业的核心课程之一，因为它连接了程序设计、数据结构、计算机组成原理、编译原理、计算机网络等多门课程，是理解计算机整体工作机制的重要桥梁,部分整体关系,os.txt,0.716,rule_pattern_sentence_level
调度,implemented_by,进程同步,处理器与调度实体,核心抽象实体,它既关注理论问题，例如进程同步为何会产生死锁，也关注工程实现，例如内存如何分页、磁盘如何调度,实现关系,os.txt,0.716,rule_pattern_sentence_level
操作系统,has_part,分页,领域实体,资源与硬件实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,整体部分关系,os.txt,0.714,rule_pattern_sentence_level
设备管理,has_part,驱动程序,功能模块实体,设备管理与I/O实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,整体部分关系,os.txt,0.714,rule_pattern_sentence_level
Thrashing,causes,页面调度,虚拟内存与页面置换实体,资源与硬件实体,课程中还会讨论抖动（Thrashing）现象，即进程频繁换页导致系统大部分时间都用于页面调度而非真正计算，这反映出内存管理与系统性能之间的紧密联系,因果关系,os.txt,0.712,rule_pattern_sentence_level
线程,is_a,CPU,核心抽象实体,资源与硬件实体,线程（Thread）则是比进程更轻量的执行单位，通常被称为 CPU 调度的基本单位,上下位关系,os.txt,0.712,rule_pattern_sentence_level
用户接口,is_a,存储管理,领域实体,功能模块实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,上位包含关系,os.txt,0.71,rule_pattern_sentence_level
网络通信,is_a,文件管理,功能模块实体,核心抽象实体,操作系统的功能通常可以归纳为处理器管理、存储管理、设备管理和文件管理四大部分，同时还包括用户接口、安全保护、网络通信和系统调用等内容,上位包含关系,os.txt,0.71,rule_pattern_sentence_level
内核,is_a,操作系统,领域实体,领域实体,按照结构设计思想不同，操作系统可以分为整体式结构、层次式结构、微内核结构、模块化结构等,上位包含关系,os.txt,0.708,rule_pattern_sentence_level
文件系统命令输出,implemented_by,模拟进程调度,核心抽象实体,核心抽象实体,通过编写简单 Shell、模拟进程调度、实现页面置换算法、观察 Linux 进程与线程、分析文件系统命令输出等方式，能够把理论知识与真实系统联系起来,实现关系,os.txt,0.708,rule_pattern_sentence_level
目录,has_part,树形目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,整体部分关系,os.txt,0.706,rule_pattern_sentence_level
磁盘,is_a,进程,资源与硬件实体,核心抽象实体,一个程序静态地存放在磁盘上时只是代码和数据，而当它被加载到内存并开始运行时，就成为进程,上下位关系,os.txt,0.706,rule_pattern_sentence_level
中断处理,is_a,设备管理,处理器与调度实体,功能模块实体,设备管理的基础包括设备分类、设备控制器、驱动程序和中断处理,上位包含关系,os.txt,0.704,rule_pattern_sentence_level
多线程,used_for,服务器程序,核心抽象实体,系统与平台实体,多线程机制有助于提升程序并发能力，尤其适用于图形界面程序、服务器程序和并行计算任务,用途关系,os.txt,0.704,rule_pattern_sentence_level
驱动程序,is_a,I/O 请求,设备管理与I/O实体,设备管理与I/O实体,驱动程序是连接操作系统与具体硬件的桥梁，它把操作系统的通用 I/O 请求转换为特定设备可识别的控制命令,上下位关系,os.txt,0.704,rule_pattern_sentence_level
分段,is_a,非连续分配,内存管理实体,内存管理实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,上位包含关系,os.txt,0.702,rule_pattern_sentence_level
进程,has_part,寄存器,核心抽象实体,进程与线程实体,进程不仅包含程序本身，还包括程序计数器、寄存器内容、地址空间、打开的文件、相关资源和运行状态等信息,整体部分关系,os.txt,0.702,rule_pattern_sentence_level
文件,has_part,两级目录,核心抽象实体,核心抽象实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,整体部分关系,os.txt,0.7,rule_pattern_sentence_level
单级目录,is_a,操作系统,核心抽象实体,领域实体,操作系统通过目录结构组织大量文件，常见的目录结构包括单级目录、两级目录和树形目录,上位包含关系,os.txt,0.698,rule_pattern_sentence_level
操作系统,has_part,Paging,领域实体,内存管理实体,为了提升内存利用率并简化分配管理，现代操作系统普遍采用非连续分配技术，主要包括分页（Paging）和分段（Segmentation）,整体部分关系,os.txt,0.696,rule_pattern_sentence_level
共享资源,implemented_by,进程与线程,同步与互斥实体,核心抽象实体,它通过进程与线程机制实现并发执行，通过调度算法提高处理器利用率，通过同步与互斥保证共享资源访问正确，通过内存管理和虚拟内存扩展系统能力，通过文件系统组织长期数据，通过设备管理协调各种外设工作，并通过权限控制和安全机制维护系统稳定,实现关系,os.txt,0.692,rule_pattern_sentence_level
