head,relation,tail,head_type,tail_type,evidence,pattern_name,section_title,source_file,confidence,method
符号引用,is_a,使用,方法区与元数据相关实体,类加载过程实体,符号引用是以一组符号来描述所引用的目标，符号可以是任何形式的字面量，只要使用的时候可以无歧义地定位到目标即可,上下位关系,使用ThreadLocal,JVM.txt,0.688,rule_pattern_sentence_level
Java 虚拟机,used_for,数组,领域实体,对象与字符串相关实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,用途关系,全文,JVM.txt,0.686,rule_pattern_sentence_level
Java 虚拟机栈,used_for,动态链接,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.686,rule_pattern_sentence_level
ThreadLocal,used_for,强引用,代码与容器实体,引用类型实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.686,rule_pattern_sentence_level
Java 堆,has_part,线程共享,内存区域实体,线程与私有性相关实体,Java 堆：是 JVM 中最大的一块内存区域，被所有线程共享，在虚拟机启动时创建，用于存放对象实例,枚举结构关系,全文,JVM.txt,0.684,rule_pattern_sentence_level
可达性分析,has_part,局部变量,垃圾回收核心概念实体,栈与栈帧相关实体,最经典的是 「可达性分析」：以 GC Roots（比如虚拟机栈里的局部变量、静态变量、常量等）为起点，遍历对象的引用链，如果某个对象从 GC Roots 出发不可达，就会被标记为可回收对象,枚举结构关系,使用ThreadLocal,JVM.txt,0.684,rule_pattern_sentence_level
对象池,has_part,使用,场景与问题实体,类加载过程实体,对象池：在对象池中，弱引用可以用来管理那些暂时不使用的对象,枚举结构关系,全文,JVM.txt,0.684,rule_pattern_sentence_level
本地方法栈,has_part,使用,内存区域实体,类加载过程实体,本地方法栈：与 Java 虚拟机栈类似，主要为虚拟机使用到的 Native 方法服务，在 HotSpot 虚拟机中和 Java 虚拟机栈合二为一,枚举结构关系,全文,JVM.txt,0.684,rule_pattern_sentence_level
JVM,is_a,VerifyError,领域实体,异常与错误实体,验证（Verification），这是虚拟机安全的重要保障，JVM 需要核验字节信息是符合 Java 虚拟机规范的，否则就被认为是 VerifyError，这样就防止了恶意信息或者不合规的信息危害 JVM 的运行，验证阶段有可能触发更多 class 的加载,上下位关系,使用ThreadLocal,JVM.txt,0.682,rule_pattern_sentence_level
复制算法,is_a,G1,垃圾回收算法实体,垃圾回收器实体,标记-复制算法应用在CMS新生代（ParNew是CMS默认的新生代垃圾回收器）和G1垃圾回收器中,上下位关系,使用ThreadLocal,JVM.txt,0.682,rule_pattern_sentence_level
CMS,is_a,浮动垃圾,垃圾回收器实体,垃圾回收核心概念实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
ParNew,is_a,线程,垃圾回收器实体,线程与私有性相关实体,ParNew收集器 (复制算法): 新生代收并行集器，实际上是Serial收集器的多线程版本，在多核CPU环境下有着比Serial更好的表现,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
String,is_a,加载,对象与字符串相关实体,类加载过程实体,具体来说，Java 的类加载器有一套默认的层级结构：最顶层是Bootstrap ClassLoader（启动类加载器，负责加载 JDK 核心类，如java.lang.String），往下是Extension ClassLoader（扩展类加载器，加载 JDK 扩展目录的类），再往下是AppClassLoader（应用类加载器，加载我们自己写的类和第三方 jar 包），我们也可以自定义类加载器，放在最下层,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
内存溢出,is_a,OutOfMemoryError,领域实体,异常与错误实体,内存溢出：内存溢出是指Java虚拟机（JVM）在申请内存时，无法找到足够的内存，最终引发OutOfMemoryError,上下位关系,全文,JVM.txt,0.68,rule_pattern_sentence_level
初始化,is_a,JVM,类加载过程实体,领域实体,但这里的“初始化”和下面的显式初始化阶段是有区别的，侧重点在于分配所需要的内存空间，不会去执行更进一步的 JVM 指令,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
启动类加载器,is_a,Extension ClassLoader,领域实体,类加载器实体,具体来说，Java 的类加载器有一套默认的层级结构：最顶层是Bootstrap ClassLoader（启动类加载器，负责加载 JDK 核心类，如java.lang.String），往下是Extension ClassLoader（扩展类加载器，加载 JDK 扩展目录的类），再往下是AppClassLoader（应用类加载器，加载我们自己写的类和第三方 jar 包），我们也可以自定义类加载器，放在最下层,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
常量池,is_a,解析,方法区与元数据相关实体,类加载过程实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
标记-整理算法,is_a,G1,垃圾回收算法实体,垃圾回收器实体,G1(Garbage First)收集器 (标记-整理算法)： Java堆并行收集器，G1收集器是JDK1.7提供的一个新收集器，G1收集器基于“标记-整理”算法实现，也就是说不会产生内存碎片,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
程序计数器,used_for,线程,内存区域实体,线程与私有性相关实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,用途关系,全文,JVM.txt,0.68,rule_pattern_sentence_level
类加载检查,is_a,常量池,领域实体,方法区与元数据相关实体,类加载检查：虚拟机遇到一条 new 指令时，首先将去检查这个指令的参数是否能在常量池中定位到一个类的符号引用，并且检查这个符号引用代表的类是否已被加载过、解析和初始化过,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
线程,is_a,数组,线程与私有性相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,上下位关系,全文,JVM.txt,0.68,rule_pattern_sentence_level
首先是加载阶段,is_a,JVM,类加载过程实体,领域实体,首先是加载阶段（Loading），它是 Java 将字节码数据从不同的数据源读取到 JVM 中，并映射为 JVM 认可的数据结构（Class 对象），这里的数据源可能是各种各样的形态，如 jar 文件、class 文件，甚至是网络数据源等,上下位关系,使用ThreadLocal,JVM.txt,0.68,rule_pattern_sentence_level
OutOfMemoryError,has_part,堆内存溢,异常与错误实体,内存区域实体,堆内存溢出：当出现Java.lang.OutOfMemoryError:Java heap space异常时，就是堆内存溢出了,枚举结构关系,全文,JVM.txt,0.678,rule_pattern_sentence_level
ThreadLocalMap,used_for,ThreadLocal,代码与容器实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.678,rule_pattern_sentence_level
运行时常量池,has_part,字面量,内存区域实体,对象与字符串相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,枚举结构关系,全文,JVM.txt,0.678,rule_pattern_sentence_level
大对象,causes,Minor GC,对象与字符串相关实体,垃圾回收核心概念实体,如果将大对象分配到新生代，可能会很快导致新生代空间不足，从而频繁触发 Minor GC,因果关系,全文,JVM.txt,0.676,rule_pattern_sentence_level
启动类加载器,is_a,类加载,领域实体,领域实体,启动类加载器（Bootstrap Class Loader）：这是最顶层的类加载器，负责加载Java的核心库（如位于jre/lib/rt.jar中的类），它是用C++编写的，是JVM的一部分,上下位关系,使用ThreadLocal,JVM.txt,0.674,rule_pattern_sentence_level
局部变量,used_for,数组,栈与栈帧相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,全文,JVM.txt,0.674,rule_pattern_sentence_level
本地方法栈,is_a,JVM,内存区域实体,领域实体,根据 JDK 8 规范，JVM 运行时内存共分为虚拟机栈、堆、元空间、程序计数器、本地方法栈五个部分,上位包含关系,全文,JVM.txt,0.674,rule_pattern_sentence_level
Humongous Objects,has_part,大对象,堆结构实体,对象与字符串相关实体,大对象区（Large Object Space / Humongous Objects）:在某些JVM实现中（如G1垃圾收集器），为大对象分配了专门的区域，称为大对象区或Humongous Objects区域,枚举结构关系,全文,JVM.txt,0.672,rule_pattern_sentence_level
方法区,has_part,类信息,内存区域实体,方法区与元数据相关实体,方法区（Method Area）： 方法区是用于存储类信息、常量、静态变量等数据的区域,枚举结构关系,使用ThreadLocal,JVM.txt,0.672,rule_pattern_sentence_level
直接内存,has_part,NIO,内存区域实体,工具与排查实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,枚举结构关系,全文,JVM.txt,0.672,rule_pattern_sentence_level
key,implemented_by,ThreadLocal,代码与容器实体,代码与容器实体,ThreadLocal的实现中，每个Thread维护一个ThreadLocalMap映射表，key是ThreadLocal实例本身，value是真正需要存储的Object,实现关系,使用ThreadLocal,JVM.txt,0.67,rule_pattern_sentence_level
元空间,has_part,方法区,内存区域实体,内存区域实体,方法区（元空间）：在 JDK 1.8 及以后的版本中，方法区被元空间取代，使用本地内存,枚举结构关系,全文,JVM.txt,0.67,rule_pattern_sentence_level
大对象区,implemented_by,Humongous Objects,堆结构实体,堆结构实体,大对象区（Large Object Space / Humongous Objects）:在某些JVM实现中（如G1垃圾收集器），为大对象分配了专门的区域，称为大对象区或Humongous Objects区域,实现关系,全文,JVM.txt,0.67,rule_pattern_sentence_level
常量池,has_part,符号引用,方法区与元数据相关实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,枚举结构关系,全文,JVM.txt,0.67,rule_pattern_sentence_level
简化了加载流程,has_part,加载,类加载过程实体,类加载过程实体,简化了加载流程：通过委派，大部分类能够被正确的类加载器加载，减少了每个加载器需要处理的类的数量，简化了类的加载过程，提高了加载效率,枚举结构关系,使用ThreadLocal,JVM.txt,0.67,rule_pattern_sentence_level
key,used_for,gc,代码与容器实体,领域实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.668,rule_pattern_sentence_level
方法区,is_a,GC Roots,内存区域实体,垃圾回收核心概念实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,上位包含关系,使用ThreadLocal,JVM.txt,0.668,rule_pattern_sentence_level
方法区,used_for,加载,内存区域实体,类加载过程实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,0.668,rule_pattern_sentence_level
运行时常量池,is_a,常量池,内存区域实体,方法区与元数据相关实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,上位包含关系,全文,JVM.txt,0.668,rule_pattern_sentence_level
常量池缓存,has_part,使用,方法区与元数据相关实体,类加载过程实体,常量池缓存：用于提升类加载的效率，将常用的常量缓存起来方便使用,枚举结构关系,全文,JVM.txt,0.666,rule_pattern_sentence_level
JVM,used_for,局部变量表,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.662,rule_pattern_sentence_level
垃圾回收,is_a,内存泄漏,领域实体,领域实体,Java 的 GC（垃圾回收）简单说就是 「自动识别并回收不再使用的对象，释放内存空间」，避免内存泄漏,上下位关系,使用ThreadLocal,JVM.txt,0.662,rule_pattern_sentence_level
线程,used_for,操作数栈,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.662,rule_pattern_sentence_level
From Survivor,is_a,新生代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
JVM,used_for,动态链接,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
JVM,used_for,操作数栈,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Java 堆,used_for,对象实例,内存区域实体,对象与字符串相关实体,Java 堆：是 JVM 中最大的一块内存区域，被所有线程共享，在虚拟机启动时创建，用于存放对象实例,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Java 堆,used_for,数组,内存区域实体,对象与字符串相关实体,Java堆（Heap）是Java虚拟机（JVM）中内存管理的一个重要区域，主要用于存放对象实例和数组,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机,used_for,加载,领域实体,类加载过程实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机,used_for,常量,领域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机,used_for,类型信息,领域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Java 虚拟机栈,used_for,方法出口,领域实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Metaspace,used_for,类的元数据信息,异常与错误实体,方法区与元数据相关实体,元空间（Metaspace）:从Java 8开始，永久代（Permanent Generation）被元空间取代，用于存储类的元数据信息，如类的结构信息（如字段、方法信息等）,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
ThreadLocalMap,used_for,强引用,代码与容器实体,引用类型实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.66,rule_pattern_sentence_level
使用,used_for,强引用,类加载过程实体,引用类型实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.66,rule_pattern_sentence_level
弱引用,used_for,ThreadLocal,引用类型实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.66,rule_pattern_sentence_level
弱引用,used_for,gc,引用类型实体,领域实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.66,rule_pattern_sentence_level
方法区,used_for,即时编译器编译后的代码缓存,内存区域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
方法区,used_for,类型信息,内存区域实体,方法区与元数据相关实体,《深入理解Java虚拟机》书中对方法区（Method Area）存储内容描述如下：它用于存储已被虚拟机加载的类型信息、常量、静态变量、即时编译器编译后的代码缓存等,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
直接内存,is_a,堆外内存,内存区域实体,内存区域实体,直接内存：不属于 JVM 运行时数据区的一部分，通过 NIO 类引入，是一种堆外内存，可以显著提高 I/O 性能,上下位关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
程序计数器,used_for,JVM,内存区域实体,领域实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,JVM,线程与私有性相关实体,领域实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,动态链接,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,数组,线程与私有性相关实体,对象与字符串相关实体,在JVM内存模型中，栈（Stack）主要用于管理线程的局部变量和方法调用的上下文，而堆（Heap）则是用于存储所有类的实例和数组,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,方法出口,线程与私有性相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
线程,used_for,浮动垃圾,线程与私有性相关实体,垃圾回收核心概念实体,CMS产生浮动垃圾过多时会退化为serial old，效率低，因为在上图的第四阶段，CMS清除垃圾时是并发清除的，这个时候，垃圾回收线程和用户线程同时工作会产生浮动垃圾，也就意味着CMS垃圾回收器必须预留一部分内存空间用于存放浮动垃圾,用途关系,使用ThreadLocal,JVM.txt,0.66,rule_pattern_sentence_level
运行时常量池,used_for,常量,内存区域实体,方法区与元数据相关实体,运行时常量池：是方法区的一部分，用于存放编译期生成的各种字面量和符号引用，具有动态性，运行时也可将新的常量放入池中,用途关系,全文,JVM.txt,0.66,rule_pattern_sentence_level
Major GC,is_a,gc,垃圾回收核心概念实体,领域实体,根据其作用范围和触发条件的不同，可以将GC分为三种类型：Minor GC（也称为Young GC）、Major GC（有时也称为Old GC）、以及Full GC,上位包含关系,使用ThreadLocal,JVM.txt,0.656,rule_pattern_sentence_level
批量处理任务,causes,堆溢出,场景与问题实体,内存区域实体,举个例子：曾遇到过一个批量处理任务，代码中把所有处理结果都存到了一个静态 List 里，导致对象越积越多，最终堆溢出,因果关系,全文,JVM.txt,0.65,rule_pattern_sentence_level
树形结构遍历,causes,栈溢出,场景与问题实体,场景与问题实体,举个实际例子：曾遇到一个树形结构遍历的方法，因节点层级极深（超过 10 万层）且用递归实现，导致栈溢出,因果关系,全文,JVM.txt,0.65,rule_pattern_sentence_level
重定位阶段,causes,指针,垃圾回收算法实体,栈与栈帧相关实体,重定位阶段，因为转移导致对象的地址发生了变化，在重定位阶段，所有指向对象旧地址的指针都要调整到对象新的地址上,因果关系,使用ThreadLocal,JVM.txt,0.65,rule_pattern_sentence_level
GC Roots,has_part,方法区,垃圾回收核心概念实体,内存区域实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,整体部分关系,使用ThreadLocal,JVM.txt,0.648,rule_pattern_sentence_level
常量池,has_part,运行时常量池,方法区与元数据相关实体,内存区域实体,常量池：存储类和接口中的常量，包括字面值常量、符号引用，以及运行时常量池,整体部分关系,全文,JVM.txt,0.648,rule_pattern_sentence_level
初始化零值,has_part,初始化,类加载过程实体,类加载过程实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,枚举结构关系,使用ThreadLocal,JVM.txt,0.646,rule_pattern_sentence_level
ThreadLocal,used_for,ThreadLocalMap,代码与容器实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.64,rule_pattern_sentence_level
key,used_for,ThreadLocal,代码与容器实体,代码与容器实体,ThreadLocalMap使用ThreadLocal的弱引用作为key，如果一个ThreadLocal没有外部强引用来引用它，那么系统GC时，这个ThreadLocal势必会被回收，这样一来，ThreadLocalMap中就会出现key为null的Entry，就没有办法访问这些key为null的Entry的value,用途关系,使用ThreadLocal,JVM.txt,0.64,rule_pattern_sentence_level
栈帧创建,used_for,局部变量表,栈与栈帧相关实体,栈与栈帧相关实体,栈帧创建：在调用一个方法前，JVM会在当前线程的Java虚拟机栈中为该方法分配一个新的栈帧，用于存储局部变量表、操作数栈、动态链接、方法出口等信息,用途关系,全文,JVM.txt,0.64,rule_pattern_sentence_level
线程,used_for,指令地址,线程与私有性相关实体,线程与私有性相关实体,程序计数器：可以看作是当前线程所执行的字节码的行号指示器，用于存储当前线程正在执行的 Java 方法的 JVM 指令地址,用途关系,全文,JVM.txt,0.64,rule_pattern_sentence_level
From Survivor,is_a,老年代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.636,rule_pattern_sentence_level
初始化,is_a,类初始化,类加载过程实体,类加载过程实体,最后是初始化阶段（initialization），这一步真正去执行类初始化的代码逻辑，包括静态字段赋值的动作，以及执行类定义中的静态初始化块内的逻辑，编译器在编译阶段就会把这部分逻辑整理好，父类型的初始化逻辑优先于当前类型的逻辑,上位包含关系,使用ThreadLocal,JVM.txt,0.636,rule_pattern_sentence_level
对象头,is_a,初始化零值,对象与字符串相关实体,类加载过程实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,上位包含关系,使用ThreadLocal,JVM.txt,0.63,rule_pattern_sentence_level
本地方法栈,is_a,GC Roots,内存区域实体,垃圾回收核心概念实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,上位包含关系,使用ThreadLocal,JVM.txt,0.63,rule_pattern_sentence_level
类初始化,has_part,初始化,类加载过程实体,类加载过程实体,最后是初始化阶段（initialization），这一步真正去执行类初始化的代码逻辑，包括静态字段赋值的动作，以及执行类定义中的静态初始化块内的逻辑，编译器在编译阶段就会把这部分逻辑整理好，父类型的初始化逻辑优先于当前类型的逻辑,整体部分关系,使用ThreadLocal,JVM.txt,0.616,rule_pattern_sentence_level
GC Roots,has_part,本地方法栈,垃圾回收核心概念实体,内存区域实体,GC Roots对象包括：虚拟机栈（栈帧中的本地变量表）中引用的对象、方法区中类静态属性引用的对象、本地方法栈中JNI（Java Native Interface）引用的对象、活跃线程的引用等,整体部分关系,使用ThreadLocal,JVM.txt,0.61,rule_pattern_sentence_level
To Survivor,is_a,新生代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.61,rule_pattern_sentence_level
To Survivor,is_a,老年代,堆结构实体,堆结构实体,从内存回收角度，堆被划分为新生代和老年代，新生代又分为 Eden 区和两个 Survivor 区（From Survivor 和 To Survivor）,上位包含关系,全文,JVM.txt,0.61,rule_pattern_sentence_level
使用,is_a,初始化,类加载过程实体,类加载过程实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,上位包含关系,使用ThreadLocal,JVM.txt,0.61,rule_pattern_sentence_level
初始化零值,has_part,对象头,类加载过程实体,对象与字符串相关实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,整体部分关系,使用ThreadLocal,JVM.txt,0.61,rule_pattern_sentence_level
加载,is_a,验证,类加载过程实体,类加载过程实体,验证：确保class文件中的字节流包含的信息，符合当前虚拟机的要求，保证这个被加载的class类的正确性，不会危害到虚拟机的安全,上位包含关系,使用ThreadLocal,JVM.txt,0.61,rule_pattern_sentence_level
初始化,has_part,使用,类加载过程实体,类加载过程实体,初始化零值：内存分配完成后，虚拟机需要将分配到的内存空间都初始化为零值（不包括对象头），这一步操作保证了对象的实例字段在 Java 代码中可以不赋初始值就直接使用，程序能访问到这些字段的数据类型所对应的零值,整体部分关系,使用ThreadLocal,JVM.txt,0.59,rule_pattern_sentence_level
验证,has_part,加载,类加载过程实体,类加载过程实体,验证：确保class文件中的字节流包含的信息，符合当前虚拟机的要求，保证这个被加载的class类的正确性，不会危害到虚拟机的安全,整体部分关系,使用ThreadLocal,JVM.txt,0.59,rule_pattern_sentence_level
